LineOfBusiness,BudgetGroup,BudgetLine,D1,D2,D3,D4,D5,D6,D7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-12 00:00:00.000,87229,40479,1,3,,19395,19395,BDP ASSIST NINE(PTY)LTD,K & B  OK GROCER,BDP ASSIST NINE(PTY)LTD,P O BOX 25,,KAKAMAS,8870,Cash,0,,2019-06-12 00:00:00.000,19395,K AND B OK GROCER,K & B  OK GROCER,,9,STANLEY STREET,KIMBERLEY,INTEREST,ANINE,CUSTOMER REFUSE TO PAY INTREST,ADDED TO ACCOUNT,INTEREST ON OVERDUE TRXS,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,84941,N,999,None,999_None,200,SERVICE,200,SERVICE,LINDEMIEC,110619,0,997,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 082378,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,7.15,0.0,,0,0,0.0,0,0.0,-7.15,-7.15,0.0,-7.15,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88126,40757,1,11,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 081034,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,71.39,0.0,,0,0,0.0,0,0.0,71.39,71.39,0.0,71.39,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Paper                         ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-12 00:00:00.000,87223,40506,1,1,,20720,20720,LRV INC ATTORNEYS,,LRV INC ATTORNEYS,P O BOX 3296,,UPINGTON,8800,Cash,25040,Truck,2019-06-12 00:00:00.000,20720,LRV INC ATTORNEYS,,,20,SCHRODER STREET,UPINGTON,MALINDA,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Consumables,Paper,ZPNC,CONS PAPER NASHUA CUT PAPER,NBA4S80GSM,SAPPI/NASHUA BOND 80GSM A4,Non,None,,PAP,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,10,10,10,0,50.5,42.85,10.0,0,0,0.0,15,428.5,505.0,76.5,75.75,580.75,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Paper                         ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-11 00:00:00.000,87208,40488,1,1,,21128,21128,ELIZABETH ANNA STADLER,BAKGAT,ELIZABETH ANNA STADLER,P O BOX 1666,,UPINGTON,8800,Cash,25031,Truck,2019-06-11 00:00:00.000,21128,BAKGAT,,,3,VISSER AVENUE,UPINGTON,ELANA,ANINE,JACO TO DELIVER,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Consumables,Paper,ZPNC,CONS PAPER NASHUA CUT PAPER,NBA4S80GSM,SAPPI/NASHUA BOND 80GSM A4,Non,None,,PAP,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,30,30,30,0,50.5,42.85,30.0,0,0,0.0,15,1285.5,1515.0,229.5,227.25,1742.25,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88127,40758,1,11,,15746,15746,ILUX TRADE AND INVEST(PTY)LTD,,ILUX TRADE AND INVEST(PTY)LTD,P O BOX 3200,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,15746,ILUX TRADE AND INVEST(PTY)LTD,,,29,LE ROUX STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,NOC,NOCR CUSTOMERS,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085281,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,40.46,0.0,,0,0,0.0,0,0.0,40.46,40.46,0.0,40.46,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88127,40758,1,15,,15746,15746,ILUX TRADE AND INVEST(PTY)LTD,,ILUX TRADE AND INVEST(PTY)LTD,P O BOX 3200,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,15746,ILUX TRADE AND INVEST(PTY)LTD,,,29,LE ROUX STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,NOC,NOCR CUSTOMERS,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085885,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,4.89,0.0,,0,0,0.0,0,0.0,4.89,4.89,0.0,4.89,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88130,40761,1,3,,17855,17855,DEPARTMENT OF HEALTH,,DEPARTMENT OF HEALTH,PRIVATE BAG X 5900,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,17855,DEPARTMENT OF HEALTH,,,,SCHRODER STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,GOV,GOVERNMENT ACCOUNTS,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085415,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,12.23,0.0,,0,0,0.0,0,0.0,12.23,12.23,0.0,12.23,2019-07-09 05:56:07.560
Voice & Data,VOIP,VOIP,Voice and Data                ,Managed Services              ,VOIP                          ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,LTE 1GB 0609916070,2019-06-18 00:00:00.000,87290,40578,1,1,,16958,16958,WILGENHOUTDRIFT PRIMARY SCHOOL,,WILGENHOUTDRIFT PRIMARY SCHOOL,P O BOX 59,,GROOTDRINK,8822,Customer Billing,0,Not Applicable,1900-01-01 00:00:00.000,16958,WILGENHOUTDRIFT PRIMARY SCHOOL,,PERSEEL 69,,WILGENHOUTDRIFT,GROOTDRINK,VOICE CONTRACT,UPPPROCESS,Contract# CBC0008518,Contract Type VOIP,609916070,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP L/RENT,*,CHARGES - INVOICE ONLY,VOIP L/RENT,Monthly Fee: June 2019,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,299.0,0.0,,0,0,0.0,15,0.0,299.0,299.0,44.85,343.85,2019-07-09 05:56:07.560
Business Infrastructure,MFP,Mono,Business Infrastructure       ,Hardware                      ,MFP                           ,Machine                       ,Mono                          ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,W918P901543,2019-06-28 00:00:00.000,88109,40740,1,1,,900043,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Cash,0,Not Applicable,1900-01-01 00:00:00.000,900043,QUINCE CAPITAL (PTY) LTD,,WOODMEAD NORTH OFFICE PARK,54,MAXWELL DRIVE,WOODMEAD,KAI GARIB MUNICIPALITY,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,0.0,,0,,MFP,Machine,CMND,MFP MACHINE NASHUA DIGITAL,MP301SPFH1,30PPM MFP,Non,None,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Invoice Only,0,1,1,0,226386.56,0.0,0.0,0,0,0.0,15,0.0,226386.56,226386.56,33957.98,260344.54,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure       ,Annuity                       ,Consumable                    ,HP                            ,Toner                         ,Ink Cartridge                 ,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88086,40663,1,1,,19568,19568,METHODIST CHURCH OF SA UPINGTO,N CIRCUIT 519,METHODIST CHURCH OF SA UPINGTO,P O BOX 219,,UPINGTON,8800,Incl Cons Sale,25159,Truck,2019-06-28 00:00:00.000,19568,METHODIST CHURCH OF SA UPINGTO,N CIRCUIT 519,,33,BRUG STREET,UPINGTON,MASIBULELE,MARLIB,CORRECTION OF STOCK FOR MONTH,15/05/2019,M/R BLK 10138 COL 14892,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHI,CONSUMABLES HP INKJET PRINTER,L0S07AE,"INK-CN68VDJ0NN,Yld10000",HPC,HP CONSUMABLES CONRACTUAL,,INK,,Y,Sold,Blank,,0.0,CONHPBT,Cons.HP Black Toner,Incl Cons Sale,1,1,1,0,0.0,1510.0,1.0,0,0,0.0,15,1510.0,0.0,-1510.0,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88133,40764,1,7,,18812,18812,ANADIA JORDAAN,PLAAS CHICK,ANADIA JORDAAN,POSTNET SUITE 150,PRIVATE BAG X 5879,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,18812,PLAAS CHICK,PLAAS CHICK,,11,2ND AVENUE OOSTERVILLE,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 080343,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,30.44,0.0,,0,0,0.0,0,0.0,30.44,30.44,0.0,30.44,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88136,40767,1,11,,19833,19833,NOV-U TRUST,,NOV-U TRUST,P O BOX 26767,LANGENHOVEN PARK,BLOEMFONTEIN,9300,Cash,0,Not Applicable,2019-06-28 00:00:00.000,19833,NOV-U TRUST,,,1,SOUTPANBERG AVENUE,BLOEMFONTEIN,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 084727,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,18.66,0.0,,0,0,0.0,0,0.0,18.66,18.66,0.0,18.66,2019-07-09 05:56:07.560
,,,Business Infrastructure       ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-06 00:00:00.000,87181,40429,1,3,,18420,18420,DEVOTED FINANCIAL ADVICE(PTY)L,RAMPIE & HENCO MANDAGE AGENT,DEVOTED FINANCIAL ADVICE(PTY)L,P O BOX 2740,,UPINGTON,8800,Cash,0,,2019-06-06 00:00:00.000,18420,RAMPIE & HENCO MANDATE AGENT,RAMPIE & HENCO MANDAGE AGENT,,33 1S,T AVENUE OOSTERVILLE,UPINGTON,663042806,ANINE,CUSTOMER NEVER RECEIVED SIM,AND IS STILL USING TELKOM TO,CALL,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,86182,N,999,None,999_None,102,STEFAN BOTHMA,100,SALES,EDWIN,201906,0,229,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Credit Note,0,1,1,0,0.05,0.0,,0,0,0.0,0,0.0,0.05,0.05,0.0,0.05,2019-07-09 05:56:07.560
,,,Business Infrastructure       ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88099,40728,1,4,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,,2019-06-28 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,DX2330CN,ANINE,,CR - CONTRACT CANCELLED,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,88055,N,999,None,999_None,100,SALES,100,SALES,EDWIN,280619,0,200,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Credit Note,0,1,1,0,0.09,0.0,,0,0,0.0,0,0.0,0.09,0.09,0.0,0.09,2019-07-09 05:56:07.560
,,,Business Infrastructure       ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88082,40630,1,4,,18037,18037,RIVA RESORT(PTY)LTD,,RIVA RESORT(PTY)LTD,P O BOX 3902,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,18037,RIVA RESORT(PTY)LTD,,,,SWARTKOP,UPINGTON,MANUAL BILLING-JUNE 2019,GERALDINE,2723-2262=461X0.1500 B/W,2407-1747=660 X0.9000 COL,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Invoice Only,0,-1,-1,0,0.02,0.0,,0,0,0.0,0,0.0,-0.02,-0.02,0.0,-0.02,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-06 00:00:00.000,87169,40414,1,2,,14468,14468,KEIMOES COMBINED SCHOOL,MR POTGIETER,KEIMOES COMBINED SCHOOL,UPINGTON STREET,,KEIMOES,8860,Incl Cons Sale,25000,Collect in Despatch,2019-06-06 00:00:00.000,14468,KEIMOES COMBINED STREET,MR POTGIETER,,,UPINGTON WEG,KEIMOES,MARDA,MARLIB,ALREADY DELIVERD 05/06/2019,,M/R BLK 972328,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Consumables,Priport,ZVNM,CONS PRIPORT NAS PP MASTERS,MASTDX2330,"M/R-D212Z800997,Yld200",Non,None,A,M/R,,Y,Sold,Blank,,0.0,PRIP,Priports,Incl Cons Sale,2,2,2,0,0.0,261.0,2.0,0,0,0.0,15,522.0,0.0,-522.0,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-10 00:00:00.000,87196,40475,1,1,,14501,14501,ZEVOLI 151 (PTY) LTD,,ZEVOLI 151 (PTY) LTD,P O BOX 274,,RANT-EN-DAL,1751,Inter-Fra Sale/Billing,0,,1900-01-01 00:00:00.000,14501,ZEVOLI 151 (PTY) LTD,,,23,ELOFF STREET,KRUGERSDORP,DSR TO PAY,DSRINVSRV3,FOR MACHINES IN UPP AREA,THAT ARE OWNED BY WRD,,WRD,NASHUA WEST RAND,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,N,999,None,999_None,202,INSTALLATION COMM,200,SERVICE,DSRINVSRV3,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Non-Stock Charges,DSRCHARGE,*,CHARGES - INVOICE ONLY,DSRCHARGE,DSR:WRD prior 2019/06/07,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,819.37,0.0,,0,0,0.0,15,0.0,819.37,819.37,122.91,942.28,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-06 00:00:00.000,87168,40342,1,1,,19529,19529,LAERSKOOL LOUBOS - DEPARTMENT,OF EDUCATION (NORTHEN CAPE),LAERSKOOL LOUBOS - DEPARTMENT,P O BOX 16,,MIER,8811,Incl Cons Sale,24998,Collect in Despatch,2019-06-06 00:00:00.000,19529,LAERSKOOL LOUBOS - DEPARTMENT,OF EDUCATION (NORTHEN CAPE),,,LOUBOSWEG,MIER,DU PLESSIS,MARLIB,,,M/R BLK 8798,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-W3079600081,Yld7000",Non,None,A,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,360.0,1.0,0,0,0.0,15,360.0,0.0,-360.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-06 00:00:00.000,87183,40464,1,1,,20000,20000,VOORTBEREIDINGSKOOL FANIE MALA,,VOORTBEREIDINGSKOOL FANIE MALA,P O BOX 190,,UPINGTON,8800,Incl Cons Sale,25012,Truck,2019-06-06 00:00:00.000,20000,VOORTBEREIDINGSKOOL FANIE MALA,,,,LUTZ STREET,UPINGTON,CORLE,MARLIB,,,M/R BLK 533494 COL 57607,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC3503B,"TON-C717R612174,Yld29500",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,1415.0,1.0,0,0,0.0,15,1415.0,0.0,-1415.0,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88126,40757,1,41,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085262,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,1.72,0.0,,0,0,0.0,0,0.0,1.72,1.72,0.0,1.72,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88129,40760,1,10,,17116,17116,VAALKOPPIES (NGK)PRIMERE SKOOL,,VAALKOPPIES (NGK)PRIMERE SKOOL,P O BOX 333,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,17116,VAALKOPPIES (NKG)PRIMERE SKOOL,,,,VAALKOPPIES,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085377,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,10.41,0.0,,0,0,0.0,0,0.0,10.41,10.41,0.0,10.41,2019-07-09 05:56:07.560
