BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/16,429247,232822,1,2,,502029,502029,HOERSKOOL TYGERBERG,,HOERSKOOL TYGERBERG,FAIRFIELD RD,,PAROW NORTH,7500,Customer Billing,0,Not Applicable,1900/01/01,502029,HOERSKOOL TYGERBERG,,,,FAIRFIELD RD,PAROW NORTH,VOICE CONTRACT,TYGPROCESS,Contract# CBC0011570,Contract Type VOIP,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,666.55,0.0,,0,0.0,0.0,15,0.0,666.55,666.55,99.98,766.53,29:20.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,429405,232550,2,2,,7729,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,134521,Not Applicable,2020/06/19,7729,TYG - SPARES TAARIQ SALIE,TYG 14,TYG 14,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,G474MA30687,GLENDAJA,EURECON PS,INC1125947 / TASK0971011,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,TY1,3,TAARIQ SALIE,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AF030094,PAPER FEED ROLLER:PICKUP,Non,None,AC,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,49.62,1.0,0,0.0,0.0,15,49.62,0.0,-49.62,0.0,0.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429456,233100,1,2,,501480,501480,TRANSPACO FLEXIBLES MPUMALANGA,(PTY)LTD,TRANSPACO FLEXIBLES MPUMALANGA,P O BOX 999,,BELLVILLE,7535,Cash,0,,2020/06/22,501480,TRANSPACO FLEXIBLES MPUMALANGA,(PTY)LTD,5 NEW GERMANY IND PARK GATE 3,124,ESCOM RD,PINETOWN,VOICE CONTRACT,HEATHER,Contract# CBC0003933,Contract Type VOIP,PINETOWN DURBAN,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429048,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,79.46,0.0,,0,0.0,0.0,15,0.0,-79.46,-79.46,-11.92,-91.38,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429506,233148,1,2,,501594,501594,THOM SLABBER TREDOUX,,THOM SLABBER TREDOUX,506 CAPE GATE MEDI CLINIC,TANNER/OKAVANGO RDS,CAPE GATE,7562,Cash,0,,2020/06/22,501594,THOM SLABBER TREDOUX,,506 CAPE GATE MEDI CLINIC,,TANNER/OKAVANGO RDS,CAPE GATE,VOICE CONTRACT,HEATHER,CONTRACT# CBC0005043,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429095,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,57.31,0.0,,0,0.0,0.0,15,0.0,-57.31,-57.31,-8.6,-65.91,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,432269,233719,1,3,,501374,501374,GOREEFERS LOGISTICS (PTY) LTD,,GOREEFERS LOGISTICS (PTY) LTD,P O BOX 835,,CAPE GATE,7562,Cash,0,,1900/01/01,501374,GOREEFERS LOGISTICS (PTY) LTD,,,,WILTSHIRE RD,NORTHDENE,#NAME?,MTRBILL,GOL-GOREEFERS LOGISTICS,MODEL:MP4055SPH1,C379P300126 :SRV,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,None,999,None,MTRBILL,0,0,0,,3,JILLIAN @ 082 723 0674,1,,,N,0.0,,0,,Non-Stock Charges,COMMENT,*,CHARGES - INVOICE ONLY,COMMENT,Read:77219-82986,Non,None,,,,Y,Blank,Blank,,0.0,CHRG,Chargables,Meter Invoice,0,0,0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429606,233245,1,2,,501970,501970,DURRMED TRUST,,DURRMED TRUST,1 PALOTTI RD,,MONTANA - CAPE,7490,Cash,0,,2020/06/22,501970,DURRMED TRUST,,,1,PALOTTI RD,MONTANA - CAPE,VOICE CONTRACT,HEATHER,Contract# CBC0009027,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429222,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,53.48,0.0,,0,0.0,0.0,15,0.0,-53.48,-53.48,-8.02,-61.5,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429646,233286,1,3,,502168,502168,LEVERAGE RIGGING (PTY) LTD,,LEVERAGE RIGGING (PTY) LTD,OOP/FABRIEK STR,,BELLVILLE SOUTH,7530,Cash,0,,2020/06/22,502168,LEVERAGE RIGGING (PTY) LTD,,,,OOP/FABRIEK STR,BELLVILLE SOUTH,VOICE CONTRACT,HEATHER,Contract# CBC0018107,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429290,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,45.84,0.0,,0,0.0,0.0,15,0.0,-45.84,-45.84,-6.88,-52.72,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,432274,233724,1,2,,500230,500230,POWER CONSTRUCTION (PTY) LTD,,POWER CONSTRUCTION (PTY) LTD,P O BOX 129,,BLACKHEATH - CAPE,7581,Cash,0,,1900/01/01,500230,POWER CONSTRUCTION (PTY) LTD,,,,WIMBLEDON RD,BLACKHEATH - CAPE,LONG TERM SITES,MTRBILL,FOR GROUP: PLS,POWER LONG TERM SITES,AUTO BILLING,999,Unknown,MAJ,MAJOR ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,None,999,None,MTRBILL,0,0,0,,7,MAJOR ACC - VAL @ 021-207 0107,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRRENT,*,CHARGES - INVOICE ONLY,MTRRENT,Monthly Rental,Non,None,,,,Y,Blank,Blank,,0.0,CHRG,Chargables,Meter Invoice,0,1,1,0,24631.0,0.0,,0,0.0,0.0,15,0.0,24631.0,24631.0,3694.65,28325.65,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,432276,233726,1,2,,500230,500230,POWER CONSTRUCTION (PTY) LTD,,POWER CONSTRUCTION (PTY) LTD,P O BOX 129,,BLACKHEATH - CAPE,7581,Cash,0,,1900/01/01,500230,POWER CONSTRUCTION (PTY) LTD,,,,WIMBLEDON RD,BLACKHEATH - CAPE,POWER HEAD OFFICE,MTRBILL,FOR GROUP: PWR,POWER CONSTRUCTION H/OFF,AUTO BILLING,999,Unknown,MAJ,MAJOR ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,None,999,None,MTRBILL,0,0,0,,7,MAJOR ACC - VAL @ 021-207 0107,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRRENT,*,CHARGES - INVOICE ONLY,MTRRENT,Monthly Rental,Non,None,,,,Y,Blank,Blank,,0.0,CHRG,Chargables,Meter Invoice,0,1,1,0,22027.0,0.0,,0,0.0,0.0,15,0.0,22027.0,22027.0,3304.05,25331.05,29:20.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,V4408803812,2020/06/03,428712,232137,1,1,,0,0,SA POST OFFICE,WEST COAST AREA OFFICE,SA POST OFFICE,POST OFFICE BLDG,RHOS STREET,BELLVILLE,0,Incl Cons Sale,134243,Truck,2020/06/03,0,SA POST OFFICE  HEAD OFFICE,WEST COAST AREA OFFICE,POST OFFICE BLDG,,RHOS STREET,BELLVILLE,JANETTE 0219451067,JUANITAMO,2 DOORS AWAY FROM POST OFFICE,ON GROUND FLOOR,M/R BLK 353885,999,Unknown,999,Unknown,,,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-V4408803812,Yld7000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,426.0,1.0,0,0.0,0.0,15,426.0,0.0,-426.0,0.0,0.0,29:20.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W3018701040,2020/06/09,428827,232313,1,1,,0,0,SA POST OFFICE,ATT: JEANETTE 021 945 1078,SA POST OFFICE,TYGERVALLEY CENTRE,CNR TYGERVALLEY &DURBAN ROAD,TYGERVALLEY,0,Incl Cons Sale,134318,Truck,2020/06/09,0,SA POST OFFICE,ATT: JEANETTE 021 945 1078,TYGERVALLEY CENTRE,CNR,TYGERVALLEY &DURBAN ROAD,TYGERVALLEY,GEORGE 0219141593,JUANITAMO,,,M/R BLK 229308,999,Unknown,999,Unknown,,,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-W3018701040,Yld7000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,426.0,1.0,0,0.0,0.0,15,426.0,0.0,-426.0,0.0,0.0,29:20.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/01,428660,232045,1,4,V8214400266,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900/01/01,999992,CAPE TOWN CHURCH OF CHRIST,,UNIT 4A TYGERLAKE,,CARL CRONJE DR,BELLVILLE,COLL DOC 7109,CRAIGV,TERMINATED/EXPIRED,MR BLK 407163,GOODS RETURNED,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,7109,Y,4,WORKSHOP,004_WORKSHOP,900,WAREHOUSE,900,WAREHOUSE,CRAIGV,7109,7109,74,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,CRPB3030HB,MID RANGE CREDENZA,DIS,TO BE DISCONTINUED,,,,Y,Sold,Blank,,0.0,CCPM3,Col Seg 3 2(20-29),Goods Returned,-1,-1,-1,0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29:20.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429463,232526,1,5,3930P300385,900043,900043,TYG - DEMONSTRATION ACCOUNT,,TYG - DEMONSTRATION ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Demonstration,134546,Not Applicable,2020/06/22,900043,NTWASAHLOBO PRIMARY SCHOOL,,Y BLOCK SECTION SITE B,1,BANGISO DR VILLAGE 4 NORTH,KHAYELITSHA,NTWASAHLOBO PRIMARY SCH,MARGAUX,DEAL NO 709673,MR S SEHLOHO 0837261454,,999,Unknown,DEM,DEMONSTRATION,8,Dem Account,0,Y,5,CONSUMABLES,005_CONSUMABLES,139,ALLAN ARENDS,100,OA SALES (OA01),MARGAUX,0,0,0,,DEM,DEM ACCOUNTS,1,EA,,N,,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONIMC300YEL,PRINT CARTRIDGE IMC300 YELL,Non,None,,TCY,,Y,Blank,Required,,0.0,CCON,Colour Consumables,Demonstration,1,1,1,0,0.0,1370.0,1.0,0,0.0,0.0,15,1370.0,0.0,-1370.0,0.0,0.0,29:20.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,429764,233477,1,2,G476MA30734,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900/01/01,999992,FORTEL INVESTMENTS CC,,,19,JUNCTION RD,PAROW INDUSTRIA,COLL DOC 7164,DAWOOD,CANCELLED,MR BLK 40217 COL 41149,GOODS RETURNED,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,7164,Y,4,WORKSHOP,004_WORKSHOP,900,WAREHOUSE,900,WAREHOUSE,DAWOOD,7164,7164,74,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,CRPB2011RSA,MPC2003 RANGE CREDENZA BLACK,Non,None,,,,Y,Sold,Blank,,0.0,CCPM3,Col Seg 3 2(20-29),Goods Returned,-1,-1,-1,0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29:20.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,429406,232922,1,3,,70,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,134460,Not Applicable,2020/06/19,70,TYG - SPARES JODRIAN PETERSEN,,,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,E324M420624,GLENDAJA,FINLAR FINE FOODS,INC1126787 / TASK091765,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,,0,,Parts,Copiers,SC,NASHUA SPARES - COPIERS,B0393062,IDLER GEAR AF1018,Non,None,BZ,,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,4,4,4,0,0.0,125.43,4.0,0,0.0,0.0,15,501.72,0.0,-501.72,0.0,0.0,29:20.6
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,429424,233040,1,2,,501374,501374,GOREEFERS LOGISTICS (PTY) LTD,,GOREEFERS LOGISTICS (PTY) LTD,P O BOX 835,,CAPE GATE,7562,Cash,0,Not Applicable,2020/06/19,501374,GOREEFERS LOGISTICS (PTY) LTD,,,22,SACKS CIRCLE,BELLVILLE SOUTH,THERMAL HIKVISION CAMERA,MARGAUX,INV 426192 TO BE CREDITED,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,110,ANDRE COETZEE,100,OA SALES (OA01),JILLIAN,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,CCTV,Accessory,BANA,CCTV ACCESSORY NASHUA ANALOGUE,DS-2907ZJ,HIK TRIPOD,Non,None,,OCT,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,0.0,0.0,0.0,0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,29:20.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,C508P202855,2020/06/26,429768,233482,1,2,,12200,12200,BOTTERBLOMMETJIES NPC,,BOTTERBLOMMETJIES NPC,P O BOX 3640,,DURBANVILLE,7551,Incl Cons Sale,134633,Truck,2020/06/26,12200,BOTTERBLOMMETJIE SPEELSKOOL,,,,KLIPHEUWEL/ SPES BONA RDS,DURBANVILLE,TANYA 0832571424,JUANITAMO,FIRST CALL BEFORE DELIVERING,,M/R BLK 49355 COL 32921,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC406MA,"TCM-C508P202855,Yld6000",Non,None,,TCM,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,1379.0,1.0,0,0.0,0.0,15,1379.0,0.0,-1379.0,0.0,0.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,432286,233736,1,1,,501694,501694,TENACITY FINANCIAL SERVICES,A DIV OF PEPKOR TRADING,TENACITY FINANCIAL SERVICES,P O BOX 140,,KUILSRIVIER,7579,Software Billing,0,Not Applicable,1900/01/01,501694,TENACITY FINANCIAL SERVICES,A DIV OF PEPKOR TRADING,,31,INDUSTRIE STR,KUILSRIVIER,STORAGE/USER ACCESS,TYGPROCESS,INST# DMS0003128,STORAGE/USER ACCESS,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,None,999,None,TYGPROCESS,0,0,0,,3,JILLIAN @ 082 723 0674,1,,,Y,0.0,,0,,Non-Stock Charges,DOCUWARE,*,CHARGES - INVOICE ONLY,DOCUWARE,DOCUWARE ANNUAL CHARGE,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,2800.0,0.0,0.0,0,0.0,0.0,15,0.0,2800.0,2800.0,420.0,3220.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E204R961495,2020/06/18,429370,231043,1,1,,500230,500230,POWER CONSTRUCTION (PTY) LTD,,POWER CONSTRUCTION (PTY) LTD,P O BOX 129,,BLACKHEATH - CAPE,7581,Movement Docket,0,,2020/06/18,500230,POWER CONSTRUCTION (PTY) LTD,NEW WOODLANDS,MITCHELL'S PLAIN,,WIMBLEDON RD,BLACKHEATH - CAPE,C002 M ROSSOUW,NATEESHA,MACHINE WAS KEPT IN HOLDIND AT,NASHUA TYG DURING LOCKDOWN L5,MPC2003SPGY E204R961495,999,Unknown,MAJ,MAJOR ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,VALB,0,1190,0,,7,MAJOR ACC - VAL @ 021-207 0107,1,EA,,N,0.0,,0,,Non-Stock Charges,MACMOVE,*,CHARGES - INVOICE ONLY,MACMOVE,RE-INSTALLATION,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,550.0,0.0,,0,0.0,0.0,15,0.0,550.0,550.0,82.5,632.5,29:20.6
,,,Non-Core,Annuity,Consumable,Other,Stationary,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/29,429858,233470,1,1,,500065,500065,TYG - CASH SALES - STAFF,,TYG - CASH SALES - STAFF,P O BOX 6238,,TYGERVALLEY,7536,Cash,134684,Not Applicable,2020/06/29,500065,SIPHO TOTOYI,SIPHO 021-937 8100,,08-Jun,HIGH STR ROSENPARK,TYGERVALLEY,SIPHO,MONICA,,,,999,Unknown,CSH,CASH SALE,0,Business Accounts,0,Y,5,CONSUMABLES,005_CONSUMABLES,400,ADMINISTRATION,400,ADMIN,DAWOOD,0,0,0,,BUS,VAL BLACKMAN,1,EA,,N,,,0,,Consumables,Stationary,ZOOX,CONS OTHR STATNRY NON-NAS ALL,M43962,VER SD SDHC CLASS 10 16GB CARD,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,86.0,86.0,1.0,0,0.0,0.0,15,86.0,86.0,0.0,12.9,98.9,29:20.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Machine,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,7IBTF002917,2020/06/29,429847,233570,1,1,,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900/01/01,999992,MARIUS HITGE CONSULTANTS CC,,,25,HOFMEYER STREET,WELGEMOED,COLL DOC 7085,DAWOOD,CANCELLED/EXPIRED,GOODS RETURNED,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,7085,Y,7,PABX TRADE IN,007_PABX TRADE IN,900,WAREHOUSE,900,WAREHOUSE,DAWOOD,7085,7085,74,,INH,INHOUSE ACCOUNTS,1,EA,,Y,0.0,,0,,PABX,Machine,TMO,PABX - OTHER SUPPLIERS,KX-HTS32SA,M/UNIT (4X8ANAL SIPTRUNK WIFI),Non,None,,,,N,Sold,Blank,,0.0,,Blank,Goods Returned,-1,-1,-1,0,0.0,1687.05,-1.0,0,0.0,0.0,0,-1687.05,0.0,1687.05,0.0,0.0,29:20.6
,,,Non-Core,Hardware,Non-Nashua,Accessory,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,429808,233522,1,1,,500109,500109,TYG - CASH SALES TYGERBERG,,TYG - CASH SALES TYGERBERG,P O BOX 6238,,TYGERVALLEY,7536,Cash,133862,,2020/06/26,500109,EDEL CONSTRUCTION,,,13,UPPERCAMP RD,MAITLAND,EDEL CONTRUCTION,HEATHER,TRANSACTION RELEASE WITH,VALUE IN ERROR.  REFER INVC,425370,999,Unknown,CSH,CASH SALE,0,Business Accounts,425435,N,999,None,999_None,254,SANTENE FREITAS D SANTOS,160,SMART SOLUTIONS (SS01),HEATHER,0,643,76,,BUS,VAL BLACKMAN,1,EA,,N,0.0,,0,,Non_Nashua,Accessory,OAOX,OTHER ACCESSORY NON-NASHUA ALL,THERMOMETER,HANDHELD THERMOMETER,Non,None,None,,,N,Sold,Blank,,0.0,,,Credit Note,0,-5,-5,0,2228.0,0.0,0.0,0,0.0,0.0,15,0.0,-11140.0,-11140.0,-1671.0,-12811.0,29:20.6
