BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/23,577001,987078,1,1,,5755,3566,NET - SPARES FIELD BILL ACC,,NET - SPARES FIELD BILL ACC,NASHUA MPUMALANGA,,MIDDELBURG MPUMALANGA,1050,Service Desk,0,Not Applicable,1900-01-01,5755,DAWIE LUDICK,,,20,PIERNEEF STR,EMALAHLENI - MPUMALANGA,TRF FROM B/S TO WH 2,CORLENE,TRF FROM B/S TO WH 2,GRN - INTER BRANCH SALES,,999,Unknown,INH,INHOUSE,6,Nashua In-House,200623,Y,2,SPARES,002_SPARES,580,BOOTSTOCK TRANSFERS,610,INHOUSE ONSITE WAREHOUSES,CORLENE,987078,0,60,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,NET,39,DAWIE LUDICK,Parts,Copiers,SC,SPARES - COPIERS,AE045065,WEB:SUB-ASSY,Non,None,AE,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Goods Returned,-2,-2,-2,0,0.0,799.9,-2.0,0,0.0,0.0,15,-1599.8,0.0,1599.8,0.0,0.0,16:10.6
,,,Connectivity Infrastructure,Managed Services,Software,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,576966,987037,1,6,,6413,6413,MINERAL MINING TRAINING INSTIT,,MINERAL MINING TRAINING INSTIT,P.O. BOX 438,CHRISSIESFONTEIN,MEYERTON,1960,Customer Billing,0,Not Applicable,1900-01-01,6413,MMTI MIDDELBURG,,,3A,SLEGKAMP STR,MIDDELBURG MPUMALANGA,BRONZE MIDDELBURG,NETPROCESS,Contract# CBC0011001,Contract Type VOIP,9.60201E+12,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,997,VBX - AUTO BILLING,510,VBX - AUTO BILLING,,0,0,0,,3,SLOW PAYER,1,EA,,N,0.0,,0,,,Monthly Fee: July 2020,D*,CONNECTIVITY,VBX-EXT,Monthly Fee: July 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,79.35,0.0,0.0,0,0.0,0.0,15,0.0,79.35,79.35,11.9,91.25,16:10.6
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.66853E+14,2020/06/22,576865,986936,1,2,,6841,6841,KIPAWA TRADING (PTY) LTD,,KIPAWA TRADING (PTY) LTD,P O BOX 1331,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,6841,SASOL MEYER STREET,,,CNR,MEYER & KOETS STR,MIDDELBURG MPUMALANGA,VOIP,NETPROCESS,Contract# CBC0003582,Contract Type VOIP,9.6E+12,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,998,VOIP - AUTO BILLING,508,VOIP - AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-LTEMODEM,*,CHARGES,RTL-LTEMODEM,Monthly Fee: June 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,77.0,0.0,,0,0.0,0.0,15,0.0,77.0,77.0,11.55,88.55,16:10.6
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,Q2Q7S18B01000401,2020/06/22,576938,987009,1,2,,6660,6660,EVEREST FINANCIAL SERVICES(PTY,,EVEREST FINANCIAL SERVICES(PTY,P O BOX 22671,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,6660,EVEREST FINANCIAL SERVICES(PTY,,,11A,DR BEYERS NAUDE STR,MIDDELBURG MPUMALANGA,VOICE BRONZE VBX ERMELO,NETPROCESS,Contract# CBC0010131,Contract Type VOIP,9.60201E+12,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,997,VBX - AUTO BILLING,510,VBX - AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-LTEMODEM,*,CHARGES,RTL-LTEMODEM,Monthly Fee: July 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,115.0,0.0,,0,0.0,0.0,15,0.0,115.0,115.0,17.25,132.25,16:10.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,18E829161FD6,2020/06/17,576620,986608,1,4,,8106,8106,FREE WIFI,,FREE WIFI,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,544280,Truck,2020-06-17,8106,FREE WIFI,,,,SINAOBILE COMMUNITY HALL,EMALAHLENI - MPUMALANGA,NKANGALA FREE WI-FI,NOLENEK,,,,999,Unknown,INH,INHOUSE,6,Nashua In-House,0,Y,5,SKYWIRE,005_SKYWIRE,98,CHARLES HAMILTON,850,HOSTED SERVICES SALES,NOLENEK,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,Y,,,0,,PABX,Accessory,TAO,PABX ACCESSORIES - OTHER,OUTDOORAP,OUTDOOR ACCESS POINT,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
,,,Non-Core,Hardware,Cellular,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.937E+19,2020/06/03,576035,985691,1,1,,7477,7477,NASHUA CELLULAR MIDDELBURG,TRENDITRADE 21 (PTY) LTD,NASHUA CELLULAR MIDDELBURG,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,543807,Collect,2020-06-03,7477,EVEREST FUNERALS,TRENDITRADE 21 (PTY) LTD,,,8 DOLERITE STREET,MIDDELBURG MPUMALANGA,IN5969T001002269,WIHANO,WIHAN TO DELIVER,,,999,Unknown,DIR,DIRECT ACCOUNTS,0,Business Accounts,0,Y,13,CELLULAR,013_CELLULAR,505,WIHAN OBERHOLZER,500,CELLULAR SALES - GROWTH,WIHANO,0,0,0,,NAS,NET ACCOUNTS,1,EA,,Y,,,0,,Cellular,Accessory,XAOX,CELLULAR ACCESS NON-NASHUA ALL,103004940,Trio Contract SIM,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/21,576760,986815,1,1,,8270,8270,ANGELIQUE CHAWNER,,ANGELIQUE CHAWNER,47 JEPPE STREET,MINERALIA,MIDDELBURG MPUMALANGA,1050,Cash,0,,2020-06-21,8270,ANGELIQUE CHAWNER,,,47,JEPPE STREET MINERALIA,MIDDELBURG MPUMALANGA,ADMIN FEE FOR 30052020,CECILIAV,CREDIT DIFFERENCE,,CR1 - INCORRECTLY INVOICED,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,576046,N,999,None,999_None,600,ADMIN,600,ADMIN,CECILIAV,0,0,28,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,ADMINCHG,*,CHARGES,ADMINCHG,ADMIN CHARGES,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,86.96,0.0,,0,0.0,0.0,15,0.0,-86.96,-86.96,-13.04,-100.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,576757,986812,1,1,,8077,8077,SECUNDA DOCUMENT MANAGEMENT,NASHUA SECUNDA,SECUNDA DOCUMENT MANAGEMENT,3 SCHEEPERS STREET,,EMBALENHLE - SECUNDA,2285,Inter-Fra Sale/Billing,0,,1900-01-01,8077,NASHUA SECUNDA,,,3,SCHEEPERS STREET,SECUNDA,DSR TO PAY,DSRINVSRV3,FOR MACHINES IN NET AREA,THAT ARE OWNED BY SEC,,SEC,NASHUA SECUNDA,FRA,FRANCHISE ACCOUNTS,0,Business Accounts,0,N,999,None,999_None,400,SERVICE - COPIERS,400,SERVICE COPIERS,DSRINVSRV3,0,0,0,,FRA,KERISHNIE SILAS  013 249 8834,1,EA,,N,0.0,,0,,Non-Stock Charges,DSRCHARGE,*,CHARGES,DSRCHARGE,DSR:SEC prior 2020/06/19,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,0.2,0.0,,0,0.0,0.0,15,0.0,0.2,0.2,0.03,0.23,16:10.6
ISP Services,ISP Services,Managed Services,ISP Services,Managed Services,PC,Hosting,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,579533,987263,1,1,,7503,7503,WATERZONE CC,,WATERZONE CC,P O BOX 22932,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,7503,WATERZONE CC,,,3,MBONI STR,VAALBANK,IT SUPPORT,NETPROCESS,# CBC0003327,CONT TYPE : ITSUPP,MAIL & WEB HOSTING,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,991,HOSTED SERV WEB MAIL,250,HOSTED SERV WEB MAIL,,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,PC,Other,P*,ISP CHARGEABLE,MAIL HOSTING,Monthly Fee: June 2020,PAS,COMPUTOR ACCESSORIES,,SRV,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,654.74,0.0,0.0,0,0.0,0.0,15,0.0,654.74,654.74,98.21,752.95,16:10.6
,,,Non-Core,Annuity,Consumable,Other,Stationary,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/04,576104,985851,1,1,3.69291E+11,7720,7720,SAINT PETER CHRISTIAN COLLEGE,,SAINT PETER CHRISTIAN COLLEGE,P O BOX 65,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,543858,Truck,2020-06-04,7720,SAINT PETER CHRISTIAN COLLEGE,,,2008,DOCTOR MANDELA DRIVE,MHLUZI,YR-S50 MOBILE LICENSES,NOLENEK,SYSTEM WAS INSTALLED WITH 30,DAY TEMP LICENSES,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,23,PABX,023_PABX,201,LEGODI MASHIANE,503,PABX SALES,KERISHNIE,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,,,0,,PABX,Accessory,TAP,PABX ACCESSORIES PANASONIC,10567,LINKUS CLOUD SERV FOR YEASTAR,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,3194.63,1.0,0,0.0,0.0,15,3194.63,0.0,-3194.63,0.0,0.0,16:10.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,577067,986706,1,3,3389PB02143,7577,30786,QUINCE CAPITAL (PTY) LTD,NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Rental,544321,,2020-06-18,7577,MRP REGISTERED ACCOUNTANTS PTY,,,16C,JOHN MAGAGULA STREET,MIDDELBURG MPUMALANGA,MRP REGISTERED ACCOUNTANT,NOLENEK,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,134,WALDO VD WESTHUIZEN,100,MACHINE SALES,TRUDIEP,0,0,0,,BNK,BANK ACCOUNTS,1,EA,,N,0.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,CRPSMP402RSA,CREDENZA FOR MP402,Non,None,,,,Y,Sold,Blank,,0.0,KCPM3,BW Segment 3(40-59),Dem Sale,1,1,1,0,0.0,780.0,1.0,30786,0.0,0.0,15,780.0,0.0,-780.0,0.0,0.0,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/01,575946,985407,1,1,,5753,3566,NET - SPARES FIELD BILL ACC,,NET - SPARES FIELD BILL ACC,NASHUA MPUMALANGA,,MIDDELBURG MPUMALANGA,1050,Service Desk,543709,Not Applicable,2020-06-01,5753,STOFFEL PETZER (NET-SPARES),,,14,IRIS STR,MIDDELBURG MPUMALANGA,INC1108926 STOFFEL,CLAUDIAB,E324MA20232 MP2001SPGY,LYTTLETON DOLOMITE,MARBLE HALL,999,Unknown,INH,INHOUSE,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,435,STOFFEL PETZER,400,SERVICE COPIERS,CLAUDIAB,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,NET,36,STOFFEL PETZER,Parts,Copiers,SCCA,SPARES COPIER - CANABALISED,D1581422-C,OPERATION PANEL:EU(D1581412),Non,None,CM,PRT,,Y,Sold,Blank,,0.0,,Blank,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,576830,986901,1,3,,7576,7576,THE SPAR GROUP LTD,,THE SPAR GROUP LTD,P O BOX 8400,,ELANDSFONTEIN - GERMISTON,1406,Customer Billing,0,Not Applicable,1900-01-01,7576,EMALAHLENI SPAR,,,C/O,DIEDERICKS & COLLIERY STR,EMALAHLENI - MPUMALANGA,VOIP,NETPROCESS,Contract# CBC0002618,Contract Type VOIP,135906602,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,998,VOIP - AUTO BILLING,508,VOIP - AUTO BILLING,,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,,,,0.0,,0,,,Monthly Fee: June 2020,None,None,ITEMBIL,Monthly Fee: June 2020,Non,None,None,,,N,Sold,Blank,,0.0,,,VOIP Invoice,0,1,1,0,23.0,0.0,,0,0.0,0.0,15,0.0,23.0,23.0,3.45,26.45,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,579573,987303,1,2,,7819,7819,SJ NEL(SNR) PJS NEL SJ NEL(JNR,,SJ NEL(SNR) PJS NEL SJ NEL(JNR,P O BOX 416,,GROBLERSDAL,470,Software Billing,0,Not Applicable,1900-01-01,7819,SJ NEL(SNR) PJS NEL SJ NEL(JNR,,PREMISES A7,,DE WAGENDRIFT,GROBLERSDAL,SCANNERVISION,NETPROCESS,INST# DMS0002452,SCANNERVISION,SCANNERVISION,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,GROUP METER BILLING,999,GROUP METER BILLING,NETPROCESS,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,,,N,0.0,,0,,Non-Stock Charges,COMMENT,*,CHARGES,COMMENT,FOR::JUL 2020,998,PROMOTIONAL ITEMS,,,,Y,Blank,Blank,,0.0,CHRG,Chargables,Invoice Only,0,0,0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16:10.6
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3.12922E+15,2020/06/22,576961,987032,1,3,,8143,8143,MINERAL MINING TRAINING INSTIT,,MINERAL MINING TRAINING INSTIT,P.O. BOX 438,CHRISSIESFONTEIN,MEYERTON,1960,Customer Billing,0,Not Applicable,1900-01-01,8143,MMTI NORTH WEST,,,48,LUDORF STREET,BRITS,BRONZE VEREENIGING,NETPROCESS,Contract# CBC0010993,Contract Type VOIP,9.60201E+12,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,997,VBX - AUTO BILLING,510,VBX - AUTO BILLING,,0,0,0,,3,SLOW PAYER,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-VBX,*,CHARGES,RTL-VBX,Monthly Fee: July 2020,OBS,Obsolete,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,1430.0,0.0,0.0,0,0.0,0.0,15,0.0,1430.0,1430.0,214.5,1644.5,16:10.6
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,9ABTG025306,2020/06/22,576957,987028,1,5,,2353,2353,GS SCHOONBEE LANDGOED (PTY)LTD,,GS SCHOONBEE LANDGOED (PTY)LTD,P/BAG X 678,,GROBLERSDAL,470,Customer Billing,0,Not Applicable,1900-01-01,2353,SCHOONBEE LANDGOED G S,,,,KAMEELKOP,GROBLERSDAL,GOLD VBX,NETPROCESS,Contract# CBC0010864,Contract Type VOIP,VBX,40,DEBTORS CORRESPONDENCE,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,997,VBX - AUTO BILLING,510,VBX - AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-VBX,*,CHARGES,RTL-VBX,Monthly Fee: July 2020,OBS,Obsolete,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,184.0,0.0,0.0,0,0.0,0.0,15,0.0,184.0,184.0,27.6,211.6,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,579812,987648,1,2,,8013,8013,COLLIN DALTON MXOLISI MKIZE,,COLLIN DALTON MXOLISI MKIZE,P.O. BOX 1330,,DELMAS,2210,Cash,0,Not Applicable,2020-06-26,8013,MKIZE ATTORNEYS,,,24,MARITZ AVENUE,DELMAS,INTEREST,NETPROCESS,Interest Charged at 24.00%,,,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,600,ADMIN,600,ADMIN,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES,INTEREST,Refer Invoice # 570747,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,20.11,0.0,,0,0.0,0.0,0,0.0,20.11,20.11,0.0,20.11,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,579818,987654,1,20,,8099,8099,MAHAMBA TRANSPORT & GENERAL EN,,MAHAMBA TRANSPORT & GENERAL EN,POSTNET SUITE 1081,PRIVATE BAG X7297,EMALAHLENI - MPUMALANGA,1035,Cash,0,Not Applicable,2020-06-26,8099,MAHAMBA TRANSPORT & GENERAL EN,,MARX LIFESTYLE CENTRE UNIT 7A,C/O,MANDELA & JEANETTE STREET,EMALAHLENI - MPUMALANGA,INTEREST,NETPROCESS,Interest Charged at 24.00%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,600,ADMIN,600,ADMIN,,0,0,0,,3,SLOW PAYER,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES,INTEREST,Refer Invoice # 542478,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,3.45,0.0,,0,0.0,0.0,0,0.0,3.45,3.45,0.0,3.45,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,579737,987542,1,3,,7641,7641,CANABALISED PARTS,SECOND HAND,CANABALISED PARTS,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Cash,0,Not Applicable,1900-01-01,7641,CANABALISED PARTS,SECOND HAND,,8,DOLERITE STREET,MIDDELBURG MPUMALANGA,TRF TO WH 2,CORLENE,TRF TO WH 2,GRN - INTER BRANCH SALES,,999,Unknown,INH,INHOUSE,6,Nashua In-House,200626,Y,2,SPARES,002_SPARES,423,STEVE OPPERMAN,400,SERVICE COPIERS,CORLENE,987542,0,60,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,,0,,Parts,Copiers,SCCA,SPARES COPIER - CANABALISED,AF031061-C,PAPER F/ROLLER AF1013/FX3310,Non,None,AC,PRT,,Y,Sold,Blank,,0.0,,Blank,Goods Returned,-1,-1,-1,0,0.0,0.01,-1.0,0,0.0,0.0,15,-0.01,0.0,0.01,0.0,0.0,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/11,576414,985994,1,2,,7838,3566,NET - SPARES FIELD BILL ACC,,NET - SPARES FIELD BILL ACC,NASHUA MPUMALANGA,,MIDDELBURG MPUMALANGA,1050,Service Desk,544103,Not Applicable,2020-06-11,7838,OBERT JABANE,,,,KWAGUQA EXT 10,EMALAHLENI - MPUMALANGA,INC1103017,CORLENE,G746RB30490 MPC2004SP,SOUTH 32 KHUTALA,SECURITY CONTROL,999,Unknown,INH,INHOUSE,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,580,BOOTSTOCK TRANSFERS,610,INHOUSE ONSITE WAREHOUSES,CORLENE,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,NET,26,OBERT JABANE,Parts,Copiers,SC,SPARES - COPIERS,D2442229,PCU:KCMY:MPC2004,Non,None,AA,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,3,3,3,0,0.0,2402.44,3.0,0,0.0,0.0,15,7207.32,0.0,-7207.32,0.0,0.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,579555,987285,1,1,,8217,8217,CHRIS DE HOEK GASTEHUIS,,CHRIS DE HOEK GASTEHUIS,20 VILJOEN STR,GROENKOL,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,8217,CHRIS DE HOEK GASTEHUIS,,,20,VILJOEN STR,MIDDELBURG MPUMALANGA,HOSTED SERVICES,NETPROCESS,# CBC0018339,CONT TYPE : HOSTED,SKYWIRE,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,992,HOSTED SERV -AUTO BILLING,509,HOSTED SERV -AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,CONNECTIVITY,*,CHARGES,CONNECTIVITY,Monthly Fee: July 2020,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,1035.0,0.0,,0,0.0,0.0,15,0.0,1035.0,1035.0,155.25,1190.25,16:10.6
,,,Connectivity Infrastructure,Managed Services,Software,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,576886,986957,1,1,,7898,7898,ORIBI DIEREKLINIEK INC,,ORIBI DIEREKLINIEK INC,P.O. BOX 7575,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,7898,ORIBI DIEREKLINIEK INC,,,4,ORIBI STREET,MIDDELBURG MPUMALANGA,VBX,NETPROCESS,Contract# CBC0005107,Contract Type VOIP,VBX FAX EXT,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,997,VBX - AUTO BILLING,510,VBX - AUTO BILLING,,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,,Monthly Fee: June 2020,D*,CONNECTIVITY,VBX-EXT,Monthly Fee: June 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,97.75,0.0,0.0,0,0.0,0.0,15,0.0,97.75,97.75,14.66,112.41,16:10.6
